Accelerometer: (0.8816195,-0.8577015,9.662626)
Accelerometer: (0.1294325,0.0094695,10.024346)
Accelerometer: (-0.05023,-0.0719775,10.072256)
Accelerometer: (0.242021,-0.5894055,9.971645)
Accelerometer: (0.0144485,0.069357,9.938108)
Accelerometer: (-0.328108,-0.0432315,10.122562)
Accelerometer: (0.2492075,-1.463763,9.672208)
Accelerometer: (0.1965065,-0.7810455,9.851871)
Accelerometer: (0.1054775,-0.3067365,9.986018)
Accelerometer: (0.1533875,-0.309132,9.957273)
Accelerometer: (0.1533875,-0.706785,9.835102)
Accelerometer: (0.265976,-0.92238,9.813542)
Accelerometer: (0.0911045,-0.1917525,9.978832)
Accelerometer: (-0.155632,-0.1869615,10.024346)
Accelerometer: (-0.1436545,-0.658875,9.995601)
Accelerometer: (0.222857,-0.563055,9.966854)
Accelerometer: (0.4025195,-0.6948075,9.911758)
Accelerometer: (0.328259,-1.2649364,9.880616)
Accelerometer: (0.1438055,-1.3847115,9.868639)
Accelerometer: (0.155783,-1.25775,9.923736)
Accelerometer: (0.150992,-0.893634,9.976437)
Accelerometer: (-0.313735,-0.3929745,10.342948)
Accelerometer: (-0.0957445,-0.773859,9.995601)
Accelerometer: (0.299513,-1.214631,10.127353)
Accelerometer: (0.467198,-1.133184,9.794378)
Accelerometer: (0.5127125,-1.3032645,9.796774)
Accelerometer: (-0.0957445,-1.224213,10.493864)
Accelerometer: (-0.031066,-1.329615,10.275874)
Accelerometer: (-0.045439,-1.377525,9.49015)
Accelerometer: (-0.7137835,-2.0841975,9.629089)
Accelerometer: (-1.5426265,-2.182413,10.029138)
Accelerometer: (-2.2996044,-1.8254834,9.801565)
Accelerometer: (-2.474476,-2.0794065,9.566806)
Accelerometer: (-2.0073535,-2.857944,8.694844)
Accelerometer: (-1.5234625,-5.1983476,8.589442)
Accelerometer: (-1.8684145,-5.4714346,8.347496)
Accelerometer: (-1.798945,-6.4248433,7.885165)
Accelerometer: (-1.113832,-6.067914,9.003863)
Accelerometer: (-0.831163,-6.058332,9.470986)
Accelerometer: (-0.946147,-5.114505,8.452898)
Accelerometer: (-1.10425,-5.124087,7.636033)
Accelerometer: (-1.080295,-6.355374,7.8109045)
Accelerometer: (-1.1641375,-6.8799887,8.14867)
Accelerometer: (-1.7486395,-7.035696,8.1271105)
Accelerometer: (-1.9306974,-6.3481874,6.864682)
Accelerometer: (-1.8875785,-6.2284126,5.916064)
Accelerometer: (-2.963158,-8.310102,6.6227365)
Accelerometer: (-4.60168,-9.51983,7.9115157)
Accelerometer: (-4.707082,-7.160262,8.345101)
Accelerometer: (-4.592098,-3.116658,7.367737)
Accelerometer: (-5.5479026,-2.0219145,3.975709)
Accelerometer: (-4.7861333,-5.3133316,3.180403)
Accelerometer: (-2.680489,-8.4418545,4.2847285)
Accelerometer: (-0.946147,-6.436821,4.3278475)
Accelerometer: (0.9343205,-6.1948757,6.031048)
Accelerometer: (0.66842,-8.487369,6.443074)
Accelerometer: (-4.826857,-6.915921,6.7616754)
Accelerometer: (-9.780751,-9.074266,7.3270135)
Accelerometer: (-9.881362,-7.811838,1.350241)
Accelerometer: (-9.169898,-3.3442304,0.890305)
Accelerometer: (-8.108692,-6.120615,5.1662726)
Accelerometer: (-5.0688024,-8.528092,6.2634115)
Accelerometer: (-3.5500555,-7.1866126,3.429535)
Accelerometer: (-5.952742,-5.0306625,1.7071705)
Accelerometer: (-8.939931,-6.3002777,3.669085)
Accelerometer: (-8.111088,-7.2536864,3.793651)
Accelerometer: (-7.0858135,-5.7205663,3.0630236)
Accelerometer: (-7.687084,-4.8533955,3.69304)
Accelerometer: (-7.275058,-6.1948757,2.7995186)
