0.232439,-0.77865,9.803961
0.261185,-0.6756435,9.940504
0.294722,-0.5127495,9.966854
0.33305,-0.6564795,9.844684
0.347423,-0.749904,9.815938
0.366587,-0.73074,9.880616
0.4456385,-0.6708525,9.868639
0.42887,-0.6421065,9.854266
0.376169,-0.759486,9.801565
0.2539985,-0.802605,9.849475
0.227648,-0.6708525,9.861452
0.2396255,-0.4935855,9.976437
0.198902,-0.6037785,9.871035
0.208484,-0.6564795,9.885407
0.304304,-0.649293,9.911758
0.318677,-0.567846,9.926131
0.2779535,-0.529518,9.926131
0.213275,-0.77865,9.827915
0.2252525,-0.625338,9.890199
0.270767,-0.4648395,9.883012
0.012053,-0.687621,9.952481
-0.452674,-0.3977655,10.177658
0.5222945,-0.3738105,9.868639
0.4121015,-0.4552575,9.959668
-0.069394,0.0765435,10.223173
-0.4215325,0.51492,10.493864
-0.380809,0.687396,10.59208
0.7043525,-0.222894,10.124957
0.4743845,-1.3320105,9.4110985
-0.035857,-1.133184,9.401517
0.0431945,-0.6133605,9.518896
0.0575675,-1.2553545,9.851871
-0.083767,-3.753861,9.880616
0.2108795,-4.592286,9.612321
0.8049635,-2.8268025,9.267368
0.5941595,-0.6804345,9.502128
1.066073,0.4694055,10.307015
2.0602055,-4.3215947,10.604057
2.8698845,-3.643668,10.857981
2.2087264,-2.6112075,10.596871
1.7056715,-2.685468,10.033929
1.24334,-4.5371895,9.27216
2.0745785,-5.3851967,8.143879
2.551283,-4.6234274,8.050454
2.412344,-3.7754204,8.88888
2.560865,-3.1573815,9.157175
2.996846,-2.5010145,8.670889
4.0101423,-2.4483135,8.000149
4.3598857,-1.870998,7.1593285
3.4304316,-0.4887945,6.064585
2.6830356,-1.971609,5.6262083
2.412344,-3.993411,6.1532183
1.066073,-5.6870294,7.358155
-0.4071595,-5.85711,7.741435
-0.5748445,-5.42592,7.6192646
-0.1819825,-3.3825586,7.09465
-1.1114365,-2.819616,6.5700355
-2.776309,-6.1373835,6.5317073
-3.6219206,-7.121934,6.7520933
-3.744091,-5.66547,7.171306
-3.638689,-4.3311763,6.7904215
-3.940522,-4.1251636,6.495775
-4.2926607,-4.625823,6.682624
-4.0531106,-4.7048745,6.6227365
-4.2878695,-4.0676713,6.2394567
-5.186182,-3.873636,6.4454694
-5.612581,-3.7802114,6.8766594
-6.015025,-3.6125264,6.3161125
-6.51808,-3.744279,5.422591
-7.275058,-4.03653,5.638186
-7.7230163,-4.2736845,5.7076554
-7.457116,-3.7275105,6.217897
-7.3589005,-2.182413,5.963974
-7.8044634,-1.6673805,4.9602594
-8.654866,-4.1012087,4.7255006
-8.166184,-5.215116,5.2381377
-8.252422,-3.878427,6.1867557
-8.547069,-2.5105965,6.0430255
-8.048804,-3.3394394,5.3004203
-8.106297,-5.0067077,5.9376235
-8.55665,-4.285662,6.859891
-8.6860075,-2.489037,6.3017397
-8.501554,-1.9404675,5.020147
-8.975863,-1.626657,4.469182
-9.517246,-3.4448414,5.1039896
-8.784223,-3.5933626,3.5660784
-8.978258,-1.794342,3.3025734
-9.874175,-1.0445505,4.713523
-9.670558,-0.500772,4.9698415
-8.980654,-0.2684085,4.325452
-8.391361,-0.361833,3.0055315
-8.214094,-1.73685,2.725258
-8.515927,-2.781288,3.5900335
-9.232182,-1.803924,3.831979
-9.435799,-0.093537,3.678667
-8.927953,-0.8337465,3.582847
-8.868066,-3.059166,3.510982
-9.236973,-2.7214005,3.630757
-9.383098,-1.25775,3.7337635
-9.277696,-1.214631,3.8631206
-9.289674,-2.1895995,3.343297
-9.553179,-2.6447444,2.6222515
-10.051442,-2.254278,2.9815764
-10.252665,-1.339197,3.3169465
-9.881362,-0.711576,3.1827984
-9.205831,-1.315242,3.506191
-9.787937,-1.9740045,3.918217
-10.853935,-1.080483,3.6427345
-10.691041,0.1627815,3.2977824
-10.552102,-0.9870585,3.060628
-10.51617,-1.899744,2.2437625
-10.712601,-1.942863,1.8125725
-10.449096,-2.436336,2.2868814
-10.386812,-2.7261915,2.3922834
-9.979577,-2.508201,1.9323475
-10.657504,-2.517783,2.4401934
-11.033598,-2.3477025,2.873779
-10.547311,-2.752542,2.01619
-10.243082,-2.0746155,1.671238
