Gyroscope: (0.07887,0.080261,-0.008580003)
Gyroscope: (0.087390006,0.104756,-0.021359999)
Gyroscope: (0.073545,0.074936,-0.058635)
Gyroscope: (0.077805,0.058961,-0.036270004)
Gyroscope: (0.05331,0.046181,-0.021359999)
Gyroscope: (0.06396,0.025946,-0.04905)
Gyroscope: (0.099105,0.021685999,-0.05118)
Gyroscope: (0.116145,-0.049669,0.041474998)
Gyroscope: (0.034140002,-0.059253998,-0.009645)
Gyroscope: (-0.062775,0.016361,-0.062895)
Gyroscope: (-0.056384996,-0.021979,-0.012840003)
Gyroscope: (-0.158625,-0.100789,-0.026685003)
Gyroscope: (-0.224655,-0.095464,-0.068220004)
Gyroscope: (-0.12987,-0.070969,-0.054375004)
Gyroscope: (-0.086205,-0.076294,-0.044790003)
Gyroscope: (-0.11389501,-0.086944,-0.04905)
Gyroscope: (-0.15969,-0.086944,-0.037335005)
Gyroscope: (-0.13732499,-0.076294,-0.045855004)
Gyroscope: (-0.11602499,-0.045409,-0.047985)
Gyroscope: (-0.16075501,-0.028368998,-0.041595)
Gyroscope: (-0.182055,-0.035824,-0.04905)
Gyroscope: (-0.19909501,-0.051799,-0.0597)
Gyroscope: (-0.23530498,-0.039019,-0.069285005)
Gyroscope: (-0.26725498,-0.024108998,-0.06609)
Gyroscope: (-0.23530498,-0.035824,-0.062895)
Gyroscope: (-0.18312001,-0.034759,-0.055440005)
Gyroscope: (-0.154365,-0.021979,-0.045855004)
Gyroscope: (-0.14691001,-0.019849,-0.038399998)
Gyroscope: (-0.152235,-0.026239,-0.035205003)
Gyroscope: (-0.122415,-0.030499,-0.034140002)
Gyroscope: (-0.07023,-0.029434,-0.02349)
Gyroscope: (-0.0020699985,-0.0028090002,-0.010710001)
Gyroscope: (0.016035002,0.020621,0.014849998)
Gyroscope: (0.024555001,0.023816,0.031889997)
Gyroscope: (0.105495,0.033400998,0.045734998)
Gyroscope: (0.19495499,0.071741,0.064905)
Gyroscope: (0.18430501,0.095171,0.07662)
Gyroscope: (0.094845,0.088781,0.077685)
Gyroscope: (0.112950005,0.082391,0.071295)
