nullGyroscope: (-0.057449996,0.060026,-0.079935)
Gyroscope: (-0.02124,0.007841,0.039345)
Gyroscope: (-0.022305,-0.017719,0.043605)
Gyroscope: (0.02349,0.13564101,0.0063299984)
Gyroscope: (-0.067035,0.20486599,0.065969996)
Gyroscope: (-0.12774,0.119666,0.058514997)
Gyroscope: (-0.12667501,0.077066,0.010589998)
Gyroscope: (-0.158625,0.058961,0.03615)
Gyroscope: (-0.15116999,0.034466,0.091529995)
Gyroscope: (-0.11602499,-0.0028090002,0.03828)
Gyroscope: (-0.026565,-0.012394,-0.033075)
Gyroscope: (-0.015914999,-0.069904,-0.05118)
Gyroscope: (-0.009524997,0.023816,-0.043725003)
Gyroscope: (-0.0031349994,0.029141,-0.0021900013)
Gyroscope: (-0.024434999,-0.008134,-5.9999526E-5)
Gyroscope: (-0.05319,-0.006004,-0.029879998)
Gyroscope: (-0.055320002,0.039791003,-0.061830003)
Gyroscope: (-0.049994998,0.013166,-0.029879998)
Gyroscope: (-0.024434999,-0.011328999,-0.004320003)
Gyroscope: (0.008580001,0.035531,-0.014970001)
Gyroscope: (-0.019109998,0.012101,0.0073949993)
Gyroscope: (-0.026565,0.0014510006,0.03402)
Gyroscope: (-0.046800002,-0.0038740002,0.05532)
Gyroscope: (-0.065969996,-0.007068999,0.054254998)
Gyroscope: (-0.035085,-0.013458999,0.026564999)
Gyroscope: (-0.010589998,-0.027304001,0.014849998)
Gyroscope: (0.0043199994,0.028076,-0.018165004)
Gyroscope: (0.0011250004,0.003581,-0.020294998)
Gyroscope: (0.012840001,0.002516,-0.043725003)
Gyroscope: (0.008580001,0.023816,-0.036270004)
Gyroscope: (-0.039344996,-0.016654,0.014849998)
Gyroscope: (-0.067035,-0.009198999,0.028694998)
Gyroscope: (-0.055320002,-0.007068999,0.022304999)
Gyroscope: (-0.045735,0.028076,-0.009645)
Gyroscope: (-0.029759996,-0.010264,-0.012840003)
Gyroscope: (0.024555001,-0.017719,-0.027750004)
Gyroscope: (0.04692,-0.020914,-0.029879998)
Gyroscope: (0.013905002,0.007841,-0.008580003)
Gyroscope: (-0.031889997,-0.018784,0.043605)
Gyroscope: (-0.03615,0.0014510006,0.028694998)
Gyroscope: (-0.0010049976,-0.0038740002,0.0042000003)
Gyroscope: (0.0011250004,-0.013458999,-0.021359999)
Gyroscope: (0.0032550022,-0.008134,-0.021359999)
Gyroscope: (-0.014849998,-0.011328999,0.0073949993)
Gyroscope: (0.012840001,0.007841,0.026564999)
Gyroscope: (-0.027630001,-0.031564,0.0468)
Gyroscope: (-0.0073949993,-0.018784,-0.006450001)
Gyroscope: (0.008580001,-0.021979,-0.033075)
Gyroscope: (-0.0020699985,-0.023044001,-0.013905)
Gyroscope: (0.0011250004,-0.036888998,0.037215)
Gyroscope: (-0.0063299984,-0.093334,0.090464994)
Gyroscope: (-0.026565,-0.156169,0.160755)
Gyroscope: (-0.098984994,-0.424549,0.320505)
Gyroscope: (-0.27684,-0.721684,0.495165)
Gyroscope: (-0.30879,-0.731269,0.59527504)
Gyroscope: (-0.20974499,-0.58429897,0.66769505)
Gyroscope: (-0.14691001,-0.67588896,0.884955)
Gyroscope: (-0.143715,-1.0954989,1.266225)
Gyroscope: (-0.40783498,-1.680184,1.90416)
Gyroscope: (-0.65598005,-1.5704889,2.1661499)
Gyroscope: (-0.431265,-0.65991396,1.777425)
Gyroscope: (-0.16821,-0.082684,1.3929601)
Gyroscope: (-0.214005,-0.13699901,1.479225)
Gyroscope: (-0.32369998,-0.26799402,1.845585)
Gyroscope: (-0.311985,-0.309529,2.171475)
Gyroscope: (-0.23956499,-0.261604,2.1640198)
Gyroscope: (-0.14904001,-0.296749,2.13846)
Gyroscope: (-0.07662,-0.61198896,2.2119448)
Gyroscope: (-0.0681,-0.391534,1.9712551)
Gyroscope: (-0.4515,0.267701,1.615545)
Gyroscope: (-0.86365503,0.255986,1.374855)
Gyroscope: (-0.542025,0.26024598,0.72414)
Gyroscope: (-0.081945,0.340121,0.08727)
Gyroscope: (-0.0031349994,0.50093603,-0.43671)
Gyroscope: (0.18856502,0.709676,-1.06506)
Gyroscope: (0.250335,0.705416,-1.507035)
Gyroscope: (0.471855,0.87475103,-2.0608351)
Gyroscope: (0.742365,1.031306,-2.58588)
Gyroscope: (0.83927995,1.133546,-2.93733)
Gyroscope: (0.94897497,1.329506,-3.32499)
Gyroscope: (0.955365,1.603211,-3.4165802)
Gyroscope: (0.855255,1.129286,-3.27387)
Gyroscope: (0.548535,0.723521,-3.30582)
Gyroscope: (0.55918497,1.001486,-3.69561)
Gyroscope: (0.48783,1.545701,-3.939495)
Gyroscope: (0.037335,1.625576,-3.9150002)
Gyroscope: (0.025620002,1.246436,-3.8180852)
Gyroscope: (0.77111995,1.160171,-3.8138251)
Gyroscope: (1.428225,1.440266,-4.13013)
Gyroscope: (1.2769951,1.764026,-4.516725)
Gyroscope: (0.784965,1.744856,-4.540155)
Gyroscope: (0.701895,1.210226,-4.284555)
Gyroscope: (0.853125,1.023851,-4.33035)
Gyroscope: (0.59539497,0.94397604,-4.16208)
Gyroscope: (0.280155,1.177211,-3.8340602)
Gyroscope: (0.40369502,1.7097111,-3.713715)
Gyroscope: (0.19495499,1.535051,-3.615735)
Gyroscope: (-0.014849998,0.35503098,-3.2387252)
Gyroscope: (0.70509,-0.642874,-2.8382852)
Gyroscope: (1.01394,-0.372364,-2.59866)
Gyroscope: (1.010745,-0.12421899,-2.261055)
Gyroscope: (1.098075,0.270896,-1.7104499)
Gyroscope: (0.6135,0.77038103,-0.97985995)
Gyroscope: (-0.18524998,0.78742105,0.06384)
Gyroscope: (-0.26406,-0.294619,1.65708)
Gyroscope: (-0.28961998,-1.471444,2.8104749)
Gyroscope: (-0.216135,-0.97408897,3.16725)
Gyroscope: (0.160875,0.413606,3.800925)
Gyroscope: (0.013905002,-0.023044001,4.8201303)
Gyroscope: (-0.29601,-0.347869,5.0949)
Gyroscope: (0.041595,0.66175103,5.5411353)
Gyroscope: (0.18111,-0.144454,6.40272)
Gyroscope: (-0.14904001,-2.689804,6.33882)
Gyroscope: (-0.23637,-2.851684,5.06934)
Gyroscope: (-0.186315,0.041921,3.47823)
Gyroscope: (-0.265125,0.900311,3.7221148)
Gyroscope: (-0.43019998,0.027011,4.2546153)
Gyroscope: (-0.608055,-0.34254402,4.19604)
Gyroscope: (-0.182055,-0.098659,4.201365)
Gyroscope: (-0.06171,-0.63967896,4.53897)
Gyroscope: (-0.50901,-0.806884,4.143855)
Gyroscope: (-0.806145,0.109016,3.27801)
Gyroscope: (-0.30133498,0.59785104,3.03945)
Gyroscope: (0.15129,0.016361,3.4984648)
Gyroscope: (0.065025,0.188891,3.23541)
Gyroscope: (0.09591,0.496676,2.3919299)
Gyroscope: (0.33127502,0.437036,1.6443)
Gyroscope: (0.267375,0.340121,1.2726151)
Gyroscope: (-0.058514997,0.24853101,1.3450351)
Gyroscope: (-0.184185,0.136706,1.197)
Gyroscope: (0.06609,0.15374601,0.62403)
Gyroscope: (0.19495499,-6.7899935E-4,0.07662)
Gyroscope: (0.068220004,-0.12954399,-0.50061)
Gyroscope: (-0.13626,-0.085879,-1.081035)
Gyroscope: (-0.54096,0.122861,-1.5081)
Gyroscope: (-0.931815,0.438101,-1.835055)
Gyroscope: (-1.18848,0.54992604,-2.23017)
Gyroscope: (-1.1735699,0.398696,-2.69664)
Gyroscope: (-0.889215,-0.12421899,-2.8052702)
Gyroscope: (-0.571845,-0.794104,-2.7562802)
Gyroscope: (-0.2598,-0.240304,-3.145005)
Gyroscope: (-0.043605,0.860906,-3.230205)
Gyroscope: (-0.64107,0.66281605,-2.812725)
Gyroscope: (-0.94885504,0.067480996,-2.493225)
Gyroscope: (-0.44724,-0.042214,-2.7552152)
Gyroscope: (-0.27045,-0.151909,-3.1545901)
Gyroscope: (-0.473865,-0.32443902,-3.306885)
Gyroscope: (-0.93501,-0.785584,-2.520915)
Gyroscope: (-0.44511,-0.629029,-1.875525)
Gyroscope: (0.19815001,-0.054994002,-1.666785)
Gyroscope: (0.32169002,0.50093603,-1.553895)
Gyroscope: (0.59113497,0.325211,-0.674205)
Gyroscope: (0.486765,-0.706774,0.588885)
Gyroscope: (0.629475,-0.35638902,0.94885504)
Gyroscope: (1.0852951,0.128186,1.457925)
Gyroscope: (1.2130951,0.097301,2.3429399)
