Gyroscope: (0.04053,0.110081,0.019109998)
Gyroscope: (0.112950005,0.086651,0.026564999)
Gyroscope: (0.160875,0.035531,0.011654999)
Gyroscope: (0.11082,0.0057110004,-0.0011250004)
Gyroscope: (0.034140002,0.011036,-5.9999526E-5)
Gyroscope: (0.02136,0.014231,0.0010049976)
Gyroscope: (0.05544,0.025946,-0.0053850003)
Gyroscope: (0.0597,0.041921,-0.0053850003)
Gyroscope: (0.033075,0.045116,-0.0021900013)
Gyroscope: (0.014970001,0.031271,0.0031349994)
Gyroscope: (-0.014849998,0.019556,0.01272)
Gyroscope: (-0.0255,-0.0038740002,0.013784997)
Gyroscope: (0.02988,-0.028368998,0.016979998)
Gyroscope: (0.067155,-0.027304001,0.011654999)
Gyroscope: (0.016035002,-0.017719,0.009524997)
Gyroscope: (-0.055320002,-0.025174,0.010589998)
Gyroscope: (-0.014849998,-0.037954,0.0031349994)
Gyroscope: (0.043725003,-0.030499,0.0010049976)
Gyroscope: (0.012840001,-0.014524,-0.004320003)
Gyroscope: (-0.020174999,0.003581,-0.012840003)
Gyroscope: (-0.0073949993,0.0057110004,-0.013905)
Gyroscope: (0.04053,0.013166,-0.010710001)
Gyroscope: (0.030945001,0.012101,0.0031349994)
Gyroscope: (-0.05106,-0.007068999,0.0073949993)
Gyroscope: (-0.07875,-0.011328999,0.021239998)
Gyroscope: (-0.107505,-0.027304001,0.031889997)
Gyroscope: (-0.15755999,-0.018784,0.032955)
Gyroscope: (-0.15329999,-0.015589001,0.028694998)
Gyroscope: (-0.09685499,-0.017719,0.00846)
Gyroscope: (-0.07236,-0.025174,-0.016035002)
Gyroscope: (-0.110700004,-0.024108998,-0.012840003)
Gyroscope: (-0.12348,-0.013458999,-0.022425)
Gyroscope: (-0.13626,-0.010264,-0.035205003)
Gyroscope: (-0.17247,-0.009198999,-0.04053)
Gyroscope: (-0.20761499,-0.020914,-0.036270004)
Gyroscope: (-0.13945499,-0.030499,-0.037335005)
Gyroscope: (-0.07023,-0.009198999,-0.050115)
Gyroscope: (-0.13945499,0.020621,-0.039465)
Gyroscope: (-0.20229,0.032336,-0.035205003)
Gyroscope: (-0.16288501,0.030206,-0.035205003)
Gyroscope: (-0.110700004,0.049376,-0.02349)
Gyroscope: (-0.11602499,0.031271,-0.0021900013)
Gyroscope: (-0.095790006,-6.7899935E-4,0.010589998)
Gyroscope: (-0.057449996,-0.032629,0.0255)
Gyroscope: (0.012840001,-0.014524,0.05958)
Gyroscope: (0.07674,-0.012394,0.09792)
Gyroscope: (0.19069499,0.002516,0.11496)
Gyroscope: (0.36429,0.046181,0.120285004)
Gyroscope: (0.422865,0.100496,0.150105)
Gyroscope: (0.320625,0.100496,0.1746)
Gyroscope: (0.24075001,0.133511,0.139455)
Gyroscope: (0.21092999,0.172916,0.079815)
Gyroscope: (0.122535,0.23681599,0.098985)
Gyroscope: (0.016035002,0.323081,0.14904)
Gyroscope: (0.01923,0.333731,0.203355)
Gyroscope: (0.118275,0.376331,0.267255)
Gyroscope: (0.163005,0.481766,0.320505)
Gyroscope: (0.139575,0.544601,0.45576)
Gyroscope: (-0.056384996,0.490286,0.51753)
Gyroscope: (-0.352455,0.584006,0.48664498)
Gyroscope: (-0.71562004,0.79061604,0.7497)
Gyroscope: (-1.42917,0.954626,0.79656)
Gyroscope: (-2.11077,1.309271,0.558)
Gyroscope: (-3.029865,1.408316,0.48025498)
Gyroscope: (-2.676285,1.056866,0.74757004)
Gyroscope: (-1.0766549,0.804461,1.04151)
Gyroscope: (0.034140002,0.918416,1.05216)
Gyroscope: (0.21838501,0.97166604,1.085175)
Gyroscope: (-0.0063299984,1.087751,1.104345)
Gyroscope: (-0.110700004,1.127156,1.146945)
Gyroscope: (-0.17566499,1.1623011,1.1597251)
Gyroscope: (-0.15969,1.264541,1.12671)
Gyroscope: (-0.081945,1.3156611,1.19487)
Gyroscope: (0.0021900013,1.313531,1.24386)
Gyroscope: (0.0011250004,1.318856,1.26942)
Gyroscope: (-0.11389501,1.295426,1.35462)
Gyroscope: (-0.186315,1.287971,1.364205)
Gyroscope: (-0.014849998,1.344416,1.35036)
Gyroscope: (0.19602,1.346546,1.3610101)
Gyroscope: (0.21519,1.281581,1.353555)
Gyroscope: (0.1236,1.237916,1.35888)
Gyroscope: (-0.020174999,1.205966,1.447275)
Gyroscope: (0.06609,1.127156,1.54632)
Gyroscope: (0.263115,1.0174611,1.5857251)
Gyroscope: (0.079935,1.072841,1.37805)
Gyroscope: (-0.49090502,1.344416,0.93288004)
Gyroscope: (0.44097,0.897116,1.29924)
Gyroscope: (0.131055,0.53714603,1.353555)
Gyroscope: (-0.369495,0.71500105,1.215105)
Gyroscope: (0.013905002,0.61382604,1.178895)
Gyroscope: (0.22690499,0.44129598,1.221495)
Gyroscope: (-0.107505,0.472181,1.174635)
Gyroscope: (-0.19376999,0.58187604,1.07772)
Gyroscope: (0.069285005,0.53821105,1.059615)
Gyroscope: (0.045855,0.576551,1.076655)
Gyroscope: (-0.056384996,0.73097605,1.0297949)
Gyroscope: (0.25566,0.737366,0.99252003)
Gyroscope: (0.41115,0.644711,1.014885)
Gyroscope: (0.124665,0.652166,1.053225)
Gyroscope: (0.01923,0.655361,1.0873051)
Gyroscope: (0.18856502,0.65003604,1.07985)
Gyroscope: (0.41008502,0.588266,1.14588)
Gyroscope: (0.22903499,0.550991,1.0787851)
Gyroscope: (0.27057,0.543536,1.123515)
Gyroscope: (0.25353,0.546731,1.08411)
Gyroscope: (0.39837,0.546731,1.072395)
Gyroscope: (0.612435,0.527561,1.06707)
Gyroscope: (0.38985002,0.568031,0.993585)
Gyroscope: (0.488895,0.52117103,0.897735)
Gyroscope: (0.420735,0.418931,0.887085)
Gyroscope: (0.278025,0.346511,0.901995)
Gyroscope: (0.263115,0.247466,0.88389003)
Gyroscope: (0.40582502,0.165461,0.818925)
Gyroscope: (0.40795502,0.269831,0.65491503)
Gyroscope: (0.36748502,0.241076,0.57504004)
Gyroscope: (0.21305999,0.13031599,0.661305)
Gyroscope: (0.09591,0.048311,0.774195)
Gyroscope: (0.15342,-0.063514,0.84448504)
Gyroscope: (0.025620002,-0.12528399,0.69858)
Gyroscope: (0.152355,-0.176404,0.537765)
Gyroscope: (0.329145,-0.119959004,0.45043498)
Gyroscope: (0.30145502,-0.102919,0.48664498)
Gyroscope: (0.122535,-0.030499,0.60912)
Gyroscope: (0.15555,0.039791003,0.552675)
Gyroscope: (0.43777502,-0.027304001,0.437655)
Gyroscope: (0.22690499,-0.102919,0.29174998)
Gyroscope: (0.009645,-0.26799402,0.254475)
Gyroscope: (0.21838501,-0.142324,0.37908)
Gyroscope: (0.424995,-0.004939,0.42167997)
Gyroscope: (0.114015,-0.114634,0.243825)
Gyroscope: (-0.019109998,-0.19983399,0.12561)
Gyroscope: (0.092715,-0.19557399,0.13839)
Gyroscope: (-0.00846,-0.204094,0.209745)
Gyroscope: (-0.08727,-0.128479,0.188445)
Gyroscope: (0.07887,-0.049669,0.17247)
Gyroscope: (0.069285005,0.029141,0.091529995)
Gyroscope: (-0.055320002,-0.057123996,0.05532)
Gyroscope: (-0.029759996,-0.052864,0.14691)
Gyroscope: (0.15768,0.028076,0.188445)
Gyroscope: (0.08952,-0.036888998,0.12347999)
Gyroscope: (-0.12561,-0.113569,0.090464994)
Gyroscope: (0.082065,-0.006004,0.12347999)
Gyroscope: (0.23116499,0.076001,0.15756)
Gyroscope: (-0.079815,-0.027304001,0.16395)
Gyroscope: (-0.143715,-0.056059003,0.17034)
Gyroscope: (0.116145,-0.056059003,0.162885)
Gyroscope: (0.058635,-0.013458999,0.24489)
Gyroscope: (-0.13626,-0.070969,0.211875)
Gyroscope: (-0.037215002,-0.072034,0.14051999)
Gyroscope: (0.08313,-0.025174,0.14478)
Gyroscope: (0.050115,0.011036,0.17779501)
Gyroscope: (-0.081945,-0.034759,0.14051999)
Gyroscope: (-0.119219996,-0.061384,0.086205)
Gyroscope: (0.0384,-0.007068999,0.064905)
Gyroscope: (0.065025,0.020621,0.074489996)
Gyroscope: (-0.12880501,0.014231,0.090464994)
Gyroscope: (-0.05106,-0.028368998,0.09579)
Gyroscope: (0.10869,-0.004939,0.10750499)
Gyroscope: (0.04053,-0.006004,0.047865)
Gyroscope: (-0.06171,-0.063514,-0.013905)
Gyroscope: (-0.147975,-0.065644,0.0063299984)
Gyroscope: (-0.13519499,-0.089074,0.0052649975)
Gyroscope: (-0.07236,-0.068839,0.016979998)
Gyroscope: (-0.05958,-0.035824,0.02763)
Gyroscope: (-0.081945,-0.018784,-0.004320003)
Gyroscope: (-0.16075501,-0.025174,-0.009645)
Gyroscope: (-0.092595,-0.030499,0.052125)
Gyroscope: (0.1236,0.021685999,0.143715)
Gyroscope: (0.12786001,0.038726002,0.121350005)
Gyroscope: (-0.13626,-0.028368998,0.084075004)
Gyroscope: (-0.21506998,-0.089074,0.052125)
Gyroscope: (-0.064905,-0.090139,0.021239998)
